"","topic","gamma","id"
"5075",4,0.87027,38518
"5076",1,0.60763,38533
"5077",8,0.93616,38542
"5078",4,0.7037,38543
"5079",8,0.82352,38546
"5080",4,0.91565,38566
"5081",9,0.39967,38577
"5082",11,0.99606,38578
"5083",11,0.46937,38583
"5084",6,0.9953,38584
"5085",1,0.88262,38591
"5086",10,0.52159,38606
"5087",4,0.82421,38625
"5088",1,0.867,38639
"5089",2,0.67362,38643
"5090",12,0.41707,38645
"5091",2,0.84528,38654
"5092",6,0.41359,38661
"5093",7,0.86449,38663
"5094",7,0.99737,38664
"5095",6,0.68099,38675
"5096",2,0.56788,38686
"5097",11,0.26137,38700
"5098",11,0.99884,38704
"5099",6,0.48648,38707
"5100",2,0.88764,38715
"5101",11,0.99887,38723
"5102",10,0.71594,38726
"5103",6,0.99819,38732
"5104",12,0.99845,38744
"5105",9,0.99685,38756
"5106",8,0.99765,38759
"5107",8,0.887,38762
"5108",6,0.41414,38775
"5109",12,0.53598,38778
"5110",12,0.83889,38798
"5111",9,0.86637,38799
"5112",8,0.81332,38801
"5113",9,0.56546,38822
"5114",12,0.94244,38834
"5115",2,0.49468,38839
"5116",11,0.99794,38843
"5117",12,0.99697,38852
"5118",6,0.41983,38854
"5119",12,0.55553,38872
"5120",12,0.9285,38877
"5121",12,0.99668,38878
"5122",12,0.8841,38879
"5123",12,0.27182,38880
"5124",2,0.48521,38881
"5125",9,0.74785,38901
"5126",5,0.59332,38902
"5127",5,0.41575,38918
"5128",11,0.94525,38919
"5129",4,0.99761,38927
"5130",3,0.99904,38940
"5131",9,0.67616,38950
"5132",8,0.99761,38954
"5133",2,0.82913,38956
"5134",4,0.63473,38959
"5135",6,0.99838,38969
"5136",3,0.99929,38970
"5137",6,0.74467,38971
"5138",11,0.99796,38980
"5139",10,0.70051,38991
"5140",3,0.62441,39003
"5141",3,0.58026,39019
"5142",8,0.99888,39026
"5143",3,0.5541,39032
"5144",12,0.9114,39047
"5145",9,0.56351,39052
"5146",9,0.63435,39056
"5147",6,0.86313,39058
"5148",8,0.9985,39062
"5149",10,0.51634,39065
"5150",9,0.71849,39067
"5151",12,0.30704,39075
"5152",12,0.56267,39081
"5153",6,0.86879,39091
"5154",3,0.61333,39100
"5155",12,0.8221,39103
"5156",6,0.91339,39118
"5157",6,0.99798,39128
"5158",6,0.77819,39130
"5159",11,0.85193,39137
"5160",11,0.55116,39144
"5161",6,0.81447,39161
"5162",8,0.9505,39167
"5163",5,0.60106,39179
"5164",9,0.7301,39190
"5165",3,0.77919,39193
"5166",6,0.9723,39198
"5167",4,0.9942,39206
"5168",9,0.52034,39215
"5169",12,0.50903,39223
"5170",2,0.56921,39243
"5171",6,0.64449,39269
"5172",4,0.91188,39274
"5173",6,0.94149,39310
"5174",6,0.89573,39311
"5175",8,0.99759,39321
"5176",8,0.91985,39322
"5177",12,0.99682,39329
"5178",6,0.38282,39338
"5179",6,0.51048,39384
"5180",6,0.58492,39388
"5181",9,0.47857,39395
"5182",8,0.48509,39406
"5183",9,0.6701,39426
"5184",8,0.99102,39430
"5185",12,0.97517,39437
"5186",10,0.57412,39440
"5187",6,0.51227,39465
"5188",9,0.43346,39488
"5189",4,0.53425,39511
"5190",8,0.51294,39523
"5191",2,0.7741,39525
"5192",8,0.47874,39526
"5193",12,0.9985,39530
"5194",6,0.88757,39533
"5195",3,0.51745,39543
"5196",8,0.99697,39561
"5197",8,0.998,39563
"5198",3,0.99407,39567
"5199",10,0.72197,39571
"5200",8,0.44926,39573
"5201",2,0.5209,39585
"5202",4,0.83038,39589
"5203",10,0.61092,39590
"5204",6,0.90057,39592
"5205",6,0.99858,39604
"5206",3,0.77857,39610
"5207",7,0.59439,39620
"5208",8,0.89716,39641
"5209",9,0.71805,39646
"5210",4,0.9571,39649
"5211",9,0.62893,39651
"5212",8,0.80958,39659
"5213",6,0.99467,39663
"5214",5,0.5031,39695
"5215",6,0.99688,39697
"5216",6,0.99761,39701
"5217",5,0.99766,39704
"5218",5,0.99629,39705
"5219",5,0.54133,39706
"5220",6,0.59655,39711
"5221",11,0.81375,39713
"5222",4,0.86123,39734
"5223",4,0.62308,39738
"5224",5,0.44067,39748
"5225",11,0.90807,39758
"5226",11,0.83276,39767
"5227",7,0.39323,39784
"5228",4,0.54979,39789
"5229",4,0.99752,39792
"5230",9,0.67067,39801
"5231",8,0.89903,39820
"5232",4,0.51288,39838
"5233",5,0.54926,39847
"5234",2,0.36634,39849
"5235",2,0.591,39851
"5236",8,0.99646,39852
"5237",11,0.90511,39858
"5238",6,0.99629,39859
"5239",5,0.91146,39867
"5240",9,0.99805,39868
"5241",7,0.50579,39873
"5242",7,0.82154,39877
"5243",3,0.99922,39878
"5244",8,0.69252,39880
"5245",12,0.90971,39883
"5246",4,0.71971,39886
"5247",5,0.96345,39889
"5248",12,0.99829,39892
"5249",12,0.99798,39897
"5250",10,0.73943,39903
"5251",4,0.80683,39913
"5252",5,0.5373,39923
"5253",6,0.99898,39936
"5254",3,0.97175,39946
"5255",5,0.99606,39948
"5256",10,0.736,39950
"5257",2,0.89943,39953
"5258",6,0.71492,39970
"5259",5,0.37134,39981
"5260",12,0.99737,39991
"5261",6,0.99827,39997
"5262",8,0.99407,40008
"5263",3,0.93702,40013
"5264",3,0.51918,40014
"5265",11,0.9348,40021
"5266",10,0.99665,40022
"5267",6,0.65687,40031
"5268",7,0.5502,40033
"5269",11,0.6967,40042
"5270",4,0.99893,40054
"5271",6,0.99685,40060
"5272",4,0.95999,40066
"5273",11,0.99768,40070
"5274",11,0.62521,40071
"5275",7,0.53302,40078
"5276",12,0.99733,40083
"5277",4,0.7664,40088
"5278",12,0.99596,40090
"5279",3,0.53586,40102
"5280",10,0.46084,40103
"5281",4,0.85093,40112
"5282",12,0.999,40114
"5283",2,0.83374,40119
"5284",5,0.99761,40120
"5285",11,0.66696,40126
"5286",3,0.5119,40127
"5287",6,0.92158,40135
"5288",6,0.94506,40139
"5289",9,0.74887,40144
"5290",10,0.7837,40153
"5291",3,0.41949,40158
"5292",9,0.41949,40158
"5293",1,0.83638,40160
"5294",9,0.99418,40180
"5295",8,0.67921,40183
"5296",4,0.94118,40188
"5297",5,0.49356,40198
"5298",9,0.52752,40204
"5299",10,0.82149,40205
"5300",8,0.42617,40206
"5301",7,0.9992,40224
"5302",4,0.46105,40225
"5303",9,0.71599,40228
"5304",4,0.65665,40229
"5305",6,0.55022,40237
"5306",11,0.99646,40249
"5307",5,0.50175,40268
"5308",11,0.99665,40274
"5309",5,0.67194,40275
"5310",3,0.52635,40280
"5311",3,0.73669,40285
"5312",3,0.99791,40294
"5313",8,0.73349,40306
"5314",6,0.5715,40308
"5315",2,0.61319,40309
"5316",8,0.71311,40313
"5317",5,0.99785,40324
"5318",11,0.5432,40334
"5319",8,0.99811,40348
"5320",10,0.99904,40354
"5321",11,0.56063,40355
"5322",4,0.71848,40374
"5323",12,0.75793,40377
"5324",1,0.32786,40386
"5325",8,0.67439,40391
"5326",12,0.8851,40412
"5327",9,0.70384,40413
"5328",5,0.57207,40416
"5329",8,0.99819,40424
"5330",3,0.96669,40425
"5331",9,0.56403,40439
"5332",12,0.67936,40448
"5333",5,0.47931,40456
"5334",6,0.69584,40463
"5335",7,0.76212,40466
"5336",6,0.60013,40469
"5337",12,0.65156,40473
"5338",3,0.91982,40478
"5339",9,0.76758,40482
"5340",10,0.92864,40485
"5341",3,0.98836,40487
"5342",10,0.50399,40488
"5343",9,0.44095,40502
"5344",7,0.43177,40503
"5345",5,0.58107,40506
"5346",4,0.46016,40510
"5347",6,0.99812,40521
"5348",6,0.99642,40546
"5349",7,0.99963,40553
"5350",9,0.91174,40573
"5351",11,0.61069,40576
"5352",8,0.90253,40582
"5353",6,0.9985,40587
"5354",4,0.82636,40588
"5355",12,0.89139,40605
"5356",12,0.49359,40636
"5357",8,0.89826,40652
"5358",12,0.83785,40653
"5359",9,0.613,40672
"5360",4,0.99875,40675
"5361",12,0.71966,40680
"5362",12,0.34594,40687
"5363",11,0.99753,40693
"5364",5,0.48407,40706
"5365",9,0.47678,40713
"5366",6,0.99796,40715
"5367",2,0.51044,40729
"5368",10,0.99625,40734
"5369",6,0.99458,40738
"5370",11,0.81381,40756
"5371",5,0.73314,40764
"5372",7,0.80907,40769
"5373",2,0.70529,40789
"5374",6,0.99713,40800
"5375",6,0.97145,40801
"5376",2,0.82128,40805
"5377",12,0.93652,40810
"5378",7,0.55236,40837
"5379",9,0.64577,40842
"5380",11,0.85138,40845
"5381",1,0.99858,40870
"5382",2,0.42585,40871
"5383",1,0.70545,40873
"5384",10,0.49019,40892
"5385",11,0.4013,40894
"5386",8,0.99746,40921
"5387",12,0.75091,40927
"5388",6,0.99574,40932
"5389",6,0.99646,40933
"5390",9,0.80914,40935
"5391",12,0.91733,40941
"5392",12,0.85312,40948
"5393",8,0.54958,40949
"5394",12,0.80287,40969
"5395",8,0.72388,40974
"5396",7,0.82594,40979
"5397",11,0.80778,40990
"5398",5,0.59689,40994
"5399",11,0.99914,40995
"5400",8,0.99827,41011
"5401",12,0.99869,41016
"5402",12,0.3283,41031
"5403",1,0.5038,41040
"5404",7,0.99826,41056
"5405",7,0.93074,41066
"5406",9,0.43977,41067
"5407",3,0.3776,41070
"5408",11,0.66891,41073
"5409",2,0.8815,41083
"5410",2,0.32542,41092
"5411",11,0.99837,41093
"5412",6,0.96062,41114
"5413",6,0.79272,41116
"5414",2,0.82918,41122
"5415",6,0.37241,41128
"5416",4,0.66417,41135
"5417",4,0.99372,41138
"5418",5,0.60337,41141
"5419",9,0.57074,41148
"5420",4,0.95649,41152
"5421",4,0.97062,41153
"5422",8,0.97381,41160
"5423",12,0.63875,41190
"5424",1,0.51752,41191
"5425",12,0.99861,41197
"5426",6,0.35645,41204
"5427",8,0.99654,41215
"5428",3,0.99836,41218
"5429",8,0.99864,41234
"5430",9,0.83589,41247
"5431",6,0.69105,41260
"5432",9,0.7614,41263
"5433",10,0.56389,41272
"5434",8,0.97368,41277
"5435",9,0.76398,41292
"5436",5,0.92451,41301
"5437",9,0.99798,41304
"5438",3,0.40248,41307
"5439",7,0.3377,41308
"5440",1,0.56685,41312
"5441",4,0.4106,41313
"5442",6,0.99493,41316
"5443",9,0.99809,41323
"5444",7,0.71033,41333
"5445",9,0.99822,41334
"5446",8,0.6187,41337
"5447",8,0.50735,41342
"5448",10,0.38081,41343
"5449",9,0.99675,41409
"5450",9,0.99642,41410
"5451",9,0.99878,41415
"5452",11,0.68487,41436
"5453",7,0.93701,41467
"5454",2,0.83981,41487
"5455",2,0.57366,41496
"5456",4,0.53325,41499
"5457",12,0.92872,41506
"5458",12,0.58985,41515
"5459",6,0.35384,41523
"5460",2,0.68877,41528
"5461",7,0.93954,41537
"5462",10,0.97968,41560
"5463",9,0.61006,41561
"5464",6,0.866,41564
"5465",4,0.99907,41571
"5466",3,0.99668,41573
"5467",3,0.96547,41580
"5468",7,0.56113,41586
"5469",7,0.88631,41587
"5470",1,0.43431,41596
"5471",2,0.92875,41608
"5472",4,0.8155,41617
"5473",12,0.58398,41623
"5474",8,0.99235,41628
"5475",9,0.93068,41629
"5476",5,0.67285,41644
"5477",8,0.95133,41651
"5478",10,0.40138,41659
"5479",10,0.99711,41663
"5480",9,0.99396,41667
"5481",3,0.5959,41677
"5482",6,0.997,41680
"5483",8,0.99794,41687
"5484",6,0.99761,41691
"5485",7,0.50372,41694
"5486",12,0.99634,41704
"5487",1,0.80412,41709
"5488",2,0.54505,41719
"5489",9,0.99778,41720
"5490",7,0.67025,41722
"5491",8,0.99911,41728
"5492",4,0.62023,41741
"5493",12,0.48909,41766
"5494",6,0.99657,41768
"5495",8,0.66843,41770
"5496",6,0.87312,41772
"5497",6,0.99806,41774
"5498",6,0.99796,41778
"5499",4,0.65418,41780
"5500",8,0.81103,41781
"5501",8,0.99757,41789
"5502",10,0.5626,41813
"5503",9,0.9866,41830
"5504",6,0.78455,41834
"5505",9,0.56287,41843
"5506",9,0.71877,41845
"5507",8,0.9984,41852
"5508",9,0.53821,41861
"5509",9,0.84201,41862
"5510",8,0.71747,41863
"5511",7,0.72125,41864
"5512",8,0.99232,41869
"5513",9,0.99235,41872
"5514",6,0.93783,41884
"5515",7,0.99961,41902
"5516",7,0.91497,41904
"5517",2,0.73047,41911
"5518",1,0.63554,41927
"5519",11,0.85356,41929
"5520",4,0.74006,41959
"5521",3,0.40862,41968
"5522",7,0.52244,41973
"5523",4,0.94759,41988
"5524",6,0.92501,41997
"5525",3,0.83187,42009
"5526",4,0.99384,42021
"5527",7,0.63144,42023
"5528",3,0.43285,42027
"5529",12,0.97372,42033
"5530",6,0.61453,42048
"5531",3,0.62453,42049
"5532",4,0.9965,42052
"5533",4,0.90266,42066
"5534",4,0.92455,42074
"5535",6,0.99805,42095
"5536",8,0.96844,42106
"5537",8,0.99882,42107
"5538",8,0.85552,42110
"5539",12,0.99563,42139
"5540",10,0.72966,42143
"5541",7,0.5746,42144
"5542",11,0.99569,42160
"5543",3,0.47151,42164
"5544",4,0.69168,42167
"5545",7,0.40086,42173
"5546",9,0.57485,42177
"5547",3,0.74618,42182
"5548",12,0.99935,42183
"5549",4,0.50284,42189
"5550",12,0.87084,42194
"5551",5,0.99711,42197
"5552",12,0.8318,42207
"5553",2,0.51422,42227
"5554",11,0.99317,42240
"5555",9,0.65993,42241
"5556",6,0.76692,42242
"5557",7,0.73311,42246
"5558",4,0.63735,42247
"5559",7,0.75694,42256
"5560",6,0.99601,42267
"5561",6,0.99646,42268
"5562",11,0.99638,42276
"5563",12,0.99792,42283
"5564",9,0.7195,42300
"5565",5,0.99851,42301
"5566",9,0.64881,42304
"5567",3,0.71379,42307
"5568",3,0.50647,42327
"5569",12,0.91293,42353
"5570",5,0.67069,42358
"5571",3,0.53324,42362
"5572",8,0.76242,42363
"5573",6,0.99544,42396
"5574",6,0.99629,42397
"5575",12,0.99925,42432
"5576",4,0.77025,42437
"5577",4,0.4665,42446
"5578",7,0.6206,42448
"5579",7,0.84377,42482
"5580",9,0.91955,42483
"5581",7,0.9241,42484
"5582",12,0.99873,42487
"5583",12,0.65734,42501
"5584",4,0.99897,42502
"5585",4,0.82081,42515
"5586",2,0.74624,42526
"5587",6,0.67508,42542
"5588",7,0.97477,42548
"5589",4,0.93812,42550
"5590",9,0.44381,42561
"5591",12,0.81946,42564
"5592",10,0.42441,42569
"5593",6,0.92594,42603
"5594",12,0.40688,42607
"5595",3,0.90327,42608
"5596",12,0.93821,42622
"5597",12,0.78216,42625
"5598",12,0.67029,42626
"5599",8,0.99861,42627
"5600",4,0.82361,42629
"5601",4,0.99773,42630
"5602",12,0.73516,42638
"5603",12,0.60472,42643
"5604",6,0.97416,42655
"5605",12,0.51685,42659
"5606",10,0.43175,42670
"5607",6,0.99726,42672
"5608",12,0.50294,42683
"5609",4,0.36229,42686
"5610",9,0.99563,42687
"5611",9,0.47044,42688
"5612",4,0.81534,42690
"5613",7,0.77319,42700
"5614",6,0.69449,42701
"5615",7,0.92281,42706
"5616",11,0.89838,42710
"5617",4,0.99875,42722
"5618",3,0.41286,42725
"5619",12,0.97186,42726
"5620",5,0.78073,42728
"5621",9,0.94602,42729
"5622",4,0.91066,42730
"5623",9,0.99827,42733
"5624",12,0.56376,42740
"5625",11,0.5951,42745
"5626",11,0.99484,42756
"5627",11,0.74067,42766
"5628",12,0.4625,42775
"5629",10,0.99978,42799
"5630",10,0.77432,42801
"5631",6,0.58651,42808
"5632",6,0.99557,42811
"5633",6,0.99718,42820
"5634",12,0.83768,42829
"5635",6,0.82326,42842
"5636",6,0.99516,42860
"5637",2,0.81145,42873
"5638",6,0.99726,42879
"5639",7,0.92826,42883
"5640",9,0.35386,42887
"5641",11,0.99711,42909
"5642",9,0.94818,42915
"5643",9,0.42012,42917
"5644",8,0.85025,42925
"5645",8,0.94678,42926
"5646",8,0.81128,42931
"5647",7,0.48709,42941
"5648",2,0.83637,42944
"5649",3,0.78787,42960
"5650",6,0.85123,42969
"5651",7,0.60909,42986
"5652",5,0.76276,42993
"5653",1,0.34566,43008
"5654",9,0.99586,43011
"5655",2,0.74792,43025
"5656",2,0.90092,43026
"5657",9,0.36871,43028
"5658",3,0.8637,43039
"5659",9,0.49931,43045
"5660",1,0.4333,43049
"5661",6,0.5215,43050
"5662",7,0.98962,43068
"5663",12,0.85842,43076
"5664",2,0.55027,43078
"5665",9,0.9965,43096
"5666",6,0.91286,43101
"5667",2,0.78255,43104
"5668",10,0.62056,43106
"5669",2,0.82866,43108
"5670",1,0.99916,43134
"5671",2,0.99919,43135
"5672",4,0.99493,43137
"5673",9,0.91384,43141
"5674",8,0.9981,43153
"5675",4,0.89969,43159
"5676",12,0.43023,43162
"5677",6,0.4089,43169
"5678",3,0.41155,43176
"5679",3,0.54427,43187
"5680",11,0.49517,43189
"5681",12,0.96626,43190
"5682",5,0.54963,43196
"5683",12,0.68497,43203
"5684",2,0.40731,43240
"5685",2,0.60621,43241
"5686",6,0.99853,43242
"5687",6,0.96395,43245
"5688",11,0.6748,43264
"5689",11,0.5653,43270
"5690",2,0.58918,43273
"5691",1,0.71106,43303
"5692",11,0.90786,43305
"5693",6,0.99805,43306
"5694",6,0.38912,43320
"5695",12,0.9991,43326
"5696",4,0.91554,43338
"5697",12,0.99911,43354
"5698",9,0.99778,43356
"5699",12,0.7012,43359
"5700",3,0.61292,43363
"5701",9,0.79898,43366
"5702",6,0.71506,43403
"5703",7,0.53187,43408
"5704",9,0.89555,43415
"5705",5,0.99955,43419
"5706",9,0.4186,43437
"5707",10,0.88214,43443
"5708",10,0.85377,43459
"5709",3,0.51899,43460
"5710",6,0.61981,43477
"5711",4,0.4982,43479
"5712",3,0.99866,43489
"5713",3,0.55022,43491
"5714",8,0.43094,43493
"5715",10,0.68635,43515
"5716",9,0.33756,43528
"5717",8,0.6616,43531
"5718",12,0.99654,43536
"5719",6,0.70062,43539
"5720",11,0.7648,43544
"5721",10,0.64297,43553
"5722",2,0.45149,43565
"5723",12,0.56082,43569
"5724",8,0.67984,43571
"5725",8,0.65185,43572
"5726",12,0.91165,43578
"5727",3,0.88745,43580
"5728",8,0.94968,43585
"5729",11,0.589,43589
"5730",2,0.91849,43590
"5731",5,0.86124,43602
"5732",8,0.95992,43607
"5733",2,0.73439,43624
"5734",8,0.90344,43626
"5735",12,0.87558,43628
"5736",4,0.73865,43632
"5737",12,0.92263,43644
"5738",2,0.45832,43645
"5739",4,0.92653,43648
"5740",5,0.95017,43650
"5741",7,0.44545,43656
"5742",3,0.67283,43661
"5743",9,0.69163,43663
"5744",2,0.78013,43666
"5745",12,0.35669,43671
"5746",6,0.60497,43711
"5747",1,0.84606,43722
"5748",2,0.89744,43729
"5749",11,0.60053,43732
"5750",8,0.99882,43746
"5751",2,0.58693,43748
"5752",11,0.99888,43751
"5753",12,0.53201,43752
"5754",4,0.49648,43754
"5755",12,0.87365,43775
"5756",3,0.45445,43782
"5757",6,0.90232,43785
"5758",4,0.99907,43793
"5759",8,0.77499,43808
"5760",7,0.51598,43812
"5761",2,0.44067,43819
"5762",3,0.71118,43823
"5763",3,0.99864,43865
"5764",12,0.69362,43890
"5765",11,0.9977,43897
"5766",9,0.99826,43903
"5767",4,0.99894,43919
"5768",12,0.8665,43931
"5769",9,0.4796,43950
"5770",7,0.8417,43971
"5771",10,0.40184,43979
"5772",6,0.99616,43987
"5773",10,0.7685,44004
"5774",7,0.85961,44005
"5775",2,0.72665,44027
"5776",11,0.62993,44039
"5777",3,0.9178,44042
"5778",6,0.99625,44047
"5779",7,0.70884,44051
"5780",6,0.98922,44054
"5781",1,0.99917,44064
"5782",2,0.52216,44065
"5783",3,0.85908,44077
"5784",11,0.95782,44079
"5785",8,0.99778,44090
"5786",8,0.94543,44094
"5787",11,0.9983,44095
"5788",3,0.67075,44104
"5789",4,0.63971,44105
"5790",12,0.60368,44107
"5791",2,0.67507,44121
"5792",4,0.86809,44132
"5793",12,0.7483,44146
"5794",9,0.647,44155
"5795",3,0.99629,44159
"5796",4,0.456,44163
"5797",11,0.93357,44171
"5798",11,0.99935,44180
"5799",7,0.52091,44188
"5800",11,0.51696,44223
"5801",4,0.48635,44233
"5802",7,0.99102,44235
"5803",10,0.60429,44244
"5804",12,0.99816,44253
"5805",7,0.52244,44254
"5806",10,0.62911,44260
"5807",12,0.62911,44261
"5808",7,0.70332,44262
"5809",9,0.59212,44265
"5810",12,0.99755,44275
"5811",12,0.99908,44283
"5812",2,0.62482,44285
"5813",3,0.99768,44293
"5814",7,0.99755,44305
"5815",11,0.99372,44314
"5816",3,0.9982,44316
"5817",7,0.58668,44326
"5818",2,0.79702,44331
"5819",3,0.99665,44338
"5820",11,0.7633,44345
"5821",12,0.997,44346
"5822",5,0.56816,44353
"5823",9,0.44766,44355
"5824",7,0.31298,44363
"5825",10,0.49817,44364
"5826",3,0.55807,44367
"5827",12,0.94714,44368
"5828",4,0.85437,44382
"5829",12,0.86811,44386
"5830",5,0.70507,44388
"5831",7,0.43832,44397
"5832",4,0.99638,44406
"5833",2,0.64974,44407
"5834",11,0.99812,44411
"5835",9,0.79467,44413
"5836",7,0.62867,44425
"5837",9,0.91773,44432
"5838",12,0.44168,44436
"5839",6,0.99601,44457
"5840",12,0.76386,44463
"5841",12,0.99843,44480
"5842",12,0.63021,44484
"5843",1,0.58331,44489
"5844",11,0.49869,44493
"5845",12,0.74157,44503
"5846",8,0.60951,44520
"5847",8,0.65248,44526
"5848",10,0.36369,44530
"5849",9,0.54107,44533
"5850",4,0.36942,44535
"5851",6,0.92273,44540
"5852",12,0.40919,44549
"5853",12,0.89307,44553
"5854",6,0.53151,44556
"5855",3,0.6659,44564
"5856",6,0.98413,44576
"5857",11,0.70324,44577
"5858",6,0.64462,44579
"5859",10,0.3453,44583
"5860",5,0.59018,44586
"5861",2,0.98255,44590
"5862",2,0.96656,44623
"5863",11,0.84956,44625
"5864",10,0.59037,44642
"5865",2,0.61609,44644
"5866",3,0.99826,44646
"5867",6,0.42395,44649
"5868",6,0.96245,44653
"5869",2,0.86968,44657
"5870",6,0.99773,44662
"5871",6,0.54366,44670
"5872",6,0.60233,44678
"5873",11,0.99891,44680
"5874",12,0.92592,44685
"5875",11,0.61891,44686
"5876",9,0.52402,44699
"5877",2,0.44863,44702
"5878",6,0.99806,44705
"5879",6,0.99646,44716
"5880",8,0.87241,44717
"5881",10,0.97455,44720
"5882",1,0.86357,44721
"5883",6,0.90041,44741
"5884",12,0.92261,44759
"5885",12,0.28375,44785
"5886",12,0.9962,44787
"5887",11,0.64438,44789
"5888",4,0.44978,44804
"5889",4,0.99685,44805
"5890",10,0.86465,44823
"5891",10,0.60721,44839
"5892",4,0.99884,44842
"5893",1,0.87768,44849
"5894",6,0.89727,44872
"5895",12,0.68119,44881
"5896",12,0.49801,44889
"5897",6,0.99834,44896
"5898",3,0.73284,44897
"5899",8,0.99798,44903
"5900",4,0.42009,44920
"5901",3,0.77358,44923
"5902",4,0.86079,44957
"5903",11,0.52086,44965
"5904",12,0.54677,44972
"5905",1,0.36957,44974
"5906",12,0.87562,44976
"5907",8,0.99703,44991
"5908",3,0.74662,44995
"5909",9,0.99823,44998
"5910",1,0.99917,45015
"5911",7,0.73492,45022
"5912",12,0.9982,45027
"5913",9,0.99537,45028
"5914",12,0.36824,45032
"5915",11,0.60956,45036
"5916",6,0.79106,45048
"5917",10,0.72862,45054
"5918",10,0.96688,45055
"5919",11,0.40449,45057
"5920",4,0.54845,45062
"5921",3,0.71665,45071
"5922",8,0.85082,45075
"5923",8,0.9392,45076
"5924",6,0.96251,45089
"5925",8,0.54159,45093
"5926",8,0.99837,45095
"5927",9,0.38164,45108
"5928",10,0.99735,45112
"5929",3,0.80055,45114
"5930",6,0.99791,45116
"5931",1,0.60725,45120
"5932",8,0.9806,45126
"5933",6,0.67171,45132
"5934",10,0.99848,45134
"5935",3,0.684,45149
"5936",11,0.42101,45160
"5937",8,0.88405,45165
"5938",4,0.99879,45176
"5939",3,0.9984,45177
"5940",10,0.96359,45184
"5941",12,0.58115,45206
"5942",7,0.91766,45208
"5943",8,0.46215,45210
"5944",6,0.93874,45214
"5945",5,0.48037,45217
"5946",6,0.37836,45227
"5947",8,0.86492,45233
"5948",4,0.75167,45258
"5949",4,0.99908,45259
"5950",3,0.49462,45260
"5951",3,0.75372,45287
"5952",11,0.54512,45289
"5953",4,0.49123,45302
"5954",1,0.26127,45306
"5955",4,0.58091,45313
"5956",3,0.98919,45323
"5957",7,0.6039,45339
"5958",7,0.7523,45340
"5959",12,0.6628,45352
"5960",6,0.98885,45358
"5961",4,0.75399,45359
"5962",2,0.52125,45363
"5963",4,0.98118,45371
"5964",4,0.93162,45375
"5965",12,0.92953,45384
"5966",1,0.85015,45389
"5967",3,0.5502,45393
"5968",3,0.82767,45396
"5969",9,0.90647,45404
"5970",7,0.77955,45408
"5971",10,0.67982,45410
"5972",10,0.76699,45422
"5973",12,0.99759,45424
"5974",8,0.81674,45433
"5975",5,0.39975,45438
"5976",9,0.80165,45467
"5977",12,0.96818,45472
"5978",6,0.99625,45473
"5979",4,0.75269,45474
"5980",4,0.86907,45479
"5981",9,0.8877,45481
"5982",8,0.93273,45483
"5983",10,0.894,45485
"5984",1,0.99823,45489
"5985",1,0.75831,45491
"5986",12,0.52729,45493
"5987",7,0.68147,45502
"5988",8,0.99728,45521
"5989",4,0.8747,45522
"5990",12,0.64015,45526
"5991",6,0.53931,45527
"5992",12,0.52888,45547
"5993",10,0.70617,45561
"5994",4,0.41806,45568
"5995",1,0.60442,45600
"5996",9,0.38262,45601
"5997",4,0.25146,45603
"5998",7,0.55064,45619
"5999",7,0.86955,45624
"6000",5,0.67307,45627
"6001",2,0.62627,45629
"6002",7,0.58457,45640
"6003",4,0.42398,45665
"6004",12,0.84051,45688
"6005",1,0.80193,45700
"6006",12,0.57854,45702
"6007",7,0.99911,45707
"6008",1,0.33981,45709
"6009",2,0.3576,45714
"6010",9,0.66362,45725
"6011",11,0.9979,45733
"6012",12,0.99721,45739
"6013",6,0.7983,45750
"6014",2,0.43777,45752
"6015",1,0.44855,45756
"6016",7,0.6375,45760
"6017",5,0.99935,45768
"6018",7,0.54501,45775
"6019",5,0.80106,45790
"6020",3,0.89954,45798
"6021",8,0.99757,45800
"6022",12,0.9236,45813
"6023",6,0.99611,45815
"6024",6,0.99815,45818
"6025",12,0.93405,45821
"6026",12,0.89313,45838
"6027",9,0.5108,45839
"6028",5,0.41758,45852
"6029",5,0.93386,45855
"6030",6,0.99691,45857
"6031",9,0.72426,45863
"6032",10,0.65765,45877
"6033",12,0.87592,45880
"6034",4,0.70086,45883
"6035",4,0.29871,45885
"6036",12,0.48618,45892
"6037",8,0.53814,45893
"6038",12,0.87995,45905
"6039",5,0.41987,45909
"6040",12,0.7803,45910
"6041",11,0.9953,45919
"6042",4,0.87577,45929
"6043",8,0.92077,45935
"6044",1,0.32978,45945
"6045",7,0.80089,45959
"6046",6,0.99821,45970
"6047",7,0.57739,45984
"6048",9,0.72796,45987
"6049",6,0.99606,45990
"6050",4,0.99816,45994
"6051",5,0.69178,46002
"6052",6,0.88147,46005
"6053",7,0.99859,46014
"6054",5,0.8191,46016
"6055",2,0.88932,46020
"6056",8,0.86627,46034
"6057",1,0.85881,46042
"6058",5,0.99886,46046
"6059",2,0.56877,46053
"6060",8,0.95355,46057
"6061",5,0.33823,46073
"6062",8,0.99735,46093
"6063",11,0.99657,46094
"6064",6,0.9973,46102
"6065",4,0.99823,46107
"6066",6,0.997,46117
"6067",12,0.92372,46133
"6068",5,0.58705,46141
"6069",4,0.90395,46143
"6070",8,0.90226,46151
"6071",7,0.87327,46166
"6072",7,0.53624,46167
"6073",6,0.5358,46171
"6074",4,0.90193,46172
