"","topic","gamma","id"
"2077",3,0.75466,15557
"2078",2,0.55358,15586
"2079",5,0.99855,15590
"2080",8,0.69036,15593
"2081",6,0.84791,15596
"2082",4,0.39448,15613
"2083",4,0.70092,15631
"2084",9,0.7002,15633
"2085",8,0.58555,15640
"2086",11,0.8083,15648
"2087",4,0.49689,15650
"2088",8,0.4061,15667
"2089",12,0.62774,15668
"2090",9,0.77856,15677
"2091",11,0.80646,15684
"2092",9,0.46219,15686
"2093",2,0.8838,15696
"2094",8,0.95833,15712
"2095",11,0.42688,15727
"2096",9,0.56503,15732
"2097",11,0.47135,15736
"2098",4,0.53253,15737
"2099",4,0.61998,15739
"2100",11,0.9965,15761
"2101",7,0.6322,15778
"2102",2,0.39334,15786
"2103",1,0.69028,15791
"2104",2,0.65461,15796
"2105",2,0.3134,15797
"2106",2,0.94225,15802
"2107",3,0.8858,15807
"2108",9,0.84662,15808
"2109",11,0.9988,15815
"2110",11,0.999,15822
"2111",4,0.73437,15831
"2112",10,0.76491,15845
"2113",4,0.47775,15846
"2114",12,0.76151,15848
"2115",8,0.48314,15855
"2116",12,0.76176,15858
"2117",2,0.43016,15865
"2118",1,0.62624,15881
"2119",12,0.38671,15883
"2120",11,0.89916,15885
"2121",3,0.98058,15892
"2122",6,0.9927,15893
"2123",6,0.99563,15902
"2124",9,0.51515,15909
"2125",12,0.99917,15920
"2126",3,0.93415,15921
"2127",4,0.53249,15945
"2128",8,0.55284,15970
"2129",8,0.96528,15972
"2130",9,0.97261,15979
"2131",10,0.45006,16002
"2132",2,0.68275,16006
"2133",11,0.99697,16013
"2134",10,0.99874,16025
"2135",12,0.82944,16029
"2136",2,0.62215,16032
"2137",4,0.51022,16044
"2138",4,0.90837,16049
"2139",12,0.99842,16056
"2140",12,0.75268,16061
"2141",10,0.99776,16075
"2142",12,0.76824,16076
"2143",8,0.66774,16080
"2144",12,0.99287,16091
"2145",6,0.73585,16097
"2146",2,0.64651,16104
"2147",2,0.54431,16109
"2148",11,0.99733,16110
"2149",8,0.45574,16114
"2150",6,0.94624,16118
"2151",6,0.99779,16146
"2152",11,0.78952,16159
"2153",6,0.80772,16168
"2154",8,0.60105,16176
"2155",11,0.99728,16182
"2156",11,0.99755,16196
"2157",4,0.72752,16199
"2158",9,0.9271,16201
"2159",3,0.61538,16202
"2160",9,0.93543,16204
"2161",11,0.73135,16215
"2162",2,0.4549,16223
"2163",12,0.54588,16231
"2164",11,0.61905,16234
"2165",5,0.45117,16241
"2166",4,0.64824,16247
"2167",10,0.99476,16249
"2168",4,0.67815,16257
"2169",12,0.30294,16266
"2170",11,0.99711,16267
"2171",11,0.99516,16269
"2172",9,0.52521,16277
"2173",12,0.54603,16278
"2174",12,0.99563,16279
"2175",9,0.9164,16292
"2176",4,0.7974,16301
"2177",2,0.99888,16303
"2178",8,0.99563,16308
"2179",3,0.99929,16309
"2180",10,0.92143,16318
"2181",11,0.82723,16332
"2182",6,0.39665,16342
"2183",1,0.99936,16351
"2184",11,0.99763,16353
"2185",9,0.89502,16355
"2186",11,0.59098,16358
"2187",7,0.57583,16361
"2188",10,0.80782,16369
"2189",9,0.94704,16373
"2190",4,0.79912,16375
"2191",9,0.96497,16385
"2192",2,0.63178,16387
"2193",4,0.83954,16389
"2194",9,0.83027,16391
"2195",8,0.97892,16401
"2196",4,0.91932,16425
"2197",4,0.82601,16432
"2198",12,0.99735,16436
"2199",7,0.74342,16437
"2200",10,0.39351,16439
"2201",9,0.79576,16446
"2202",4,0.46455,16457
"2203",4,0.76462,16470
"2204",6,0.913,16475
"2205",6,0.34948,16479
"2206",7,0.83236,16482
"2207",9,0.39881,16500
"2208",5,0.65503,16501
"2209",7,0.86594,16518
"2210",10,0.42466,16541
"2211",12,0.99563,16546
"2212",6,0.99838,16549
"2213",5,0.46069,16554
"2214",8,0.99741,16557
"2215",8,0.99688,16559
"2216",12,0.2851,16571
"2217",3,0.99697,16576
"2218",11,0.99458,16577
"2219",6,0.9965,16585
"2220",8,0.8541,16586
"2221",11,0.99812,16622
"2222",9,0.94953,16624
"2223",7,0.52682,16629
"2224",11,0.91351,16631
"2225",12,0.49967,16645
"2226",11,0.99844,16652
"2227",4,0.66212,16669
"2228",12,0.9384,16683
"2229",10,0.99882,16687
"2230",6,0.80665,16692
"2231",1,0.99956,16700
"2232",12,0.8231,16702
"2233",11,0.62657,16705
"2234",2,0.55824,16709
"2235",9,0.89169,16710
"2236",2,0.76531,16711
"2237",2,0.57451,16719
"2238",11,0.90725,16728
"2239",6,0.99697,16739
"2240",12,0.84643,16750
"2241",3,0.99805,16764
"2242",12,0.9958,16767
"2243",5,0.58512,16771
"2244",12,0.99844,16773
"2245",11,0.84799,16778
"2246",7,0.60703,16789
"2247",2,0.53203,16797
"2248",8,0.99523,16805
"2249",9,0.73841,16827
"2250",9,0.99721,16829
"2251",11,0.70968,16832
"2252",4,0.70701,16834
"2253",4,0.78561,16835
"2254",4,0.7419,16843
"2255",6,0.87044,16851
"2256",4,0.53503,16852
"2257",9,0.72526,16863
"2258",11,0.90095,16866
"2259",9,0.55508,16873
"2260",10,0.76879,16908
"2261",2,0.90643,16912
"2262",11,0.77443,16913
"2263",8,0.81982,16917
"2264",9,0.9992,16925
"2265",12,0.99866,16934
"2266",3,0.62715,16949
"2267",4,0.66091,16957
"2268",4,0.37988,16958
"2269",3,0.99805,16983
"2270",11,0.99713,16986
"2271",6,0.60275,16993
"2272",7,0.99713,16996
"2273",5,0.81522,17005
"2274",12,0.81629,17006
"2275",11,0.67438,17028
"2276",3,0.99642,17030
"2277",4,0.44731,17037
"2278",2,0.99941,17042
"2279",10,0.97683,17049
"2280",10,0.47477,17052
"2281",9,0.99412,17067
"2282",7,0.9995,17081
"2283",4,0.83596,17086
"2284",11,0.88501,17094
"2285",11,0.99916,17099
"2286",5,0.89053,17111
"2287",11,0.7984,17125
"2288",1,0.82158,17126
"2289",9,0.95165,17140
"2290",5,0.25067,17148
"2291",11,0.76569,17154
"2292",12,0.99705,17161
"2293",11,0.99944,17163
"2294",8,0.99848,17171
"2295",11,0.99881,17173
"2296",11,0.91989,17176
"2297",10,0.51005,17186
"2298",4,0.76974,17195
"2299",11,0.99849,17196
"2300",8,0.99854,17206
"2301",5,0.59287,17235
"2302",9,0.89829,17239
"2303",5,0.83854,17245
"2304",6,0.80503,17246
"2305",12,0.90027,17247
"2306",3,0.63282,17252
"2307",2,0.78711,17253
"2308",12,0.51702,17257
"2309",11,0.91954,17263
"2310",8,0.99418,17271
"2311",8,0.84041,17273
"2312",9,0.93779,17276
"2313",11,0.99591,17285
"2314",11,0.7386,17288
"2315",10,0.63323,17291
"2316",7,0.92645,17294
"2317",11,0.99302,17311
"2318",6,0.99784,17314
"2319",8,0.99867,17318
"2320",6,0.62603,17324
"2321",8,0.94166,17332
"2322",8,0.97937,17335
"2323",8,0.99537,17336
"2324",8,0.99713,17340
"2325",11,0.61921,17346
"2326",6,0.64644,17361
"2327",12,0.99809,17371
"2328",12,0.37564,17387
"2329",6,0.74458,17391
"2330",3,0.44675,17392
"2331",8,0.99516,17414
"2332",8,0.99761,17446
"2333",1,0.66252,17447
"2334",7,0.53146,17458
"2335",6,0.75126,17459
"2336",4,0.644,17462
"2337",2,0.51185,17463
"2338",7,0.82361,17464
"2339",11,0.99909,17465
"2340",3,0.70769,17471
"2341",10,0.6881,17478
"2342",8,0.99849,17483
"2343",8,0.96067,17484
"2344",11,0.50202,17488
"2345",9,0.70215,17500
"2346",3,0.67243,17506
"2347",12,0.51926,17508
"2348",9,0.35436,17509
"2349",11,0.48381,17510
"2350",11,0.51245,17516
"2351",10,0.54955,17526
"2352",10,0.42194,17535
"2353",4,0.72919,17537
"2354",4,0.99874,17538
"2355",11,0.92314,17549
"2356",9,0.58123,17552
"2357",2,0.92575,17556
"2358",3,0.60904,17560
"2359",10,0.85009,17564
"2360",11,0.65865,17569
"2361",8,0.94433,17570
"2362",11,0.88628,17573
"2363",12,0.91963,17596
"2364",8,0.6611,17605
"2365",10,0.85378,17608
"2366",3,0.7595,17619
"2367",10,0.36455,17620
"2368",3,0.78978,17639
"2369",12,0.89692,17640
"2370",4,0.66516,17658
"2371",10,0.5655,17670
"2372",11,0.96481,17694
"2373",8,0.86254,17715
"2374",4,0.88814,17717
"2375",8,0.95966,17724
"2376",11,0.99876,17727
"2377",8,0.99773,17731
"2378",9,0.99688,17735
"2379",4,0.6139,17738
"2380",4,0.74877,17756
"2381",12,0.99869,17766
"2382",4,0.9721,17785
"2383",11,0.99815,17788
"2384",4,0.83342,17790
"2385",4,0.89471,17807
"2386",4,0.68273,17809
"2387",8,0.99646,17810
"2388",9,0.9965,17819
"2389",8,0.99544,17822
"2390",9,0.43937,17824
"2391",4,0.66488,17828
"2392",8,0.99791,17856
"2393",8,0.99458,17865
"2394",8,0.94882,17869
"2395",12,0.50628,17884
"2396",5,0.9965,17895
"2397",4,0.84955,17899
"2398",12,0.55811,17900
"2399",5,0.53388,17902
"2400",4,0.40603,17913
"2401",8,0.99896,17935
"2402",8,0.99845,17961
"2403",4,0.61084,17972
"2404",9,0.72479,17980
"2405",10,0.77547,17984
"2406",11,0.66154,17995
"2407",1,0.72947,17996
"2408",12,0.68389,18001
"2409",8,0.91789,18003
"2410",6,0.42692,18014
"2411",5,0.70576,18017
"2412",7,0.99944,18020
"2413",3,0.95614,18024
"2414",10,0.48429,18025
"2415",6,0.99682,18027
"2416",8,0.99803,18030
"2417",3,0.51669,18033
"2418",12,0.35058,18040
"2419",11,0.67819,18041
"2420",11,0.38489,18058
"2421",1,0.60522,18062
"2422",11,0.99852,18071
"2423",4,0.89541,18075
"2424",1,0.60636,18077
"2425",6,0.40636,18080
"2426",9,0.44857,18086
"2427",12,0.99755,18093
"2428",2,0.55097,18100
"2429",5,0.587,18106
"2430",1,0.8751,18107
"2431",6,0.58579,18109
"2432",4,0.93487,18117
"2433",11,0.70692,18119
"2434",8,0.99766,18124
"2435",3,0.98988,18125
"2436",3,0.87274,18127
"2437",7,0.75661,18129
"2438",8,0.99508,18140
"2439",6,0.99697,18151
"2440",5,0.35997,18153
"2441",10,0.56838,18154
"2442",11,0.78323,18161
"2443",8,0.99842,18170
"2444",11,0.96084,18172
"2445",10,0.52126,18190
"2446",2,0.99909,18193
"2447",11,0.99685,18195
"2448",3,0.82931,18199
"2449",6,0.99812,18213
"2450",6,0.99908,18224
"2451",11,0.7642,18236
"2452",12,0.9958,18237
"2453",6,0.99784,18240
"2454",12,0.99718,18243
"2455",11,0.67112,18244
"2456",9,0.70772,18260
"2457",3,0.9694,18264
"2458",12,0.84263,18269
"2459",10,0.54034,18270
"2460",5,0.52298,18276
"2461",10,0.99766,18306
"2462",8,0.71756,18338
"2463",11,0.997,18350
"2464",4,0.56526,18354
"2465",6,0.99537,18355
"2466",6,0.47246,18357
"2467",6,0.78656,18366
"2468",6,0.99851,18367
"2469",6,0.57366,18372
"2470",11,0.99723,18376
"2471",4,0.75548,18381
"2472",12,0.99873,18407
"2473",1,0.99638,18411
"2474",1,0.94551,18442
"2475",7,0.35509,18446
"2476",7,0.42688,18448
"2477",9,0.62051,18449
"2478",12,0.99611,18466
"2479",11,0.71773,18469
"2480",3,0.52161,18477
"2481",12,0.99873,18484
"2482",4,0.54809,18486
"2483",11,0.9992,18490
"2484",11,0.81542,18493
"2485",11,0.85402,18496
"2486",6,0.41796,18498
"2487",4,0.80702,18507
"2488",7,0.58432,18514
"2489",6,0.62542,18524
"2490",7,0.7566,18525
"2491",11,0.82106,18537
"2492",12,0.89738,18541
"2493",9,0.86632,18547
"2494",4,0.4944,18553
"2495",12,0.99803,18558
"2496",12,0.87746,18569
"2497",11,0.92699,18578
"2498",10,0.51957,18585
"2499",6,0.99672,18589
"2500",2,0.97261,18594
"2501",10,0.6756,18617
"2502",2,0.99923,18634
"2503",6,0.68006,18639
"2504",9,0.85753,18641
"2505",7,0.99955,18659
"2506",2,0.5148,18669
"2507",8,0.92813,18684
"2508",11,0.76147,18713
"2509",3,0.33555,18722
"2510",1,0.70937,18723
"2511",5,0.99755,18728
"2512",6,0.83295,18733
"2513",12,0.45087,18735
"2514",8,0.99816,18737
"2515",3,0.8261,18743
"2516",3,0.99837,18744
"2517",3,0.99657,18750
"2518",6,0.95106,18751
"2519",12,0.99728,18755
"2520",10,0.64737,18761
"2521",11,0.99861,18762
"2522",2,0.47275,18774
"2523",12,0.86859,18778
"2524",7,0.54741,18787
"2525",11,0.99888,18789
"2526",12,0.89047,18790
"2527",12,0.77159,18794
"2528",11,0.5722,18803
"2529",5,0.51991,18826
"2530",8,0.53237,18831
"2531",11,0.92872,18834
"2532",12,0.53906,18839
"2533",5,0.63131,18845
"2534",3,0.99838,18846
"2535",5,0.39275,18849
"2536",11,0.99885,18851
"2537",11,0.99523,18861
"2538",11,0.99859,18872
"2539",3,0.4257,18888
"2540",5,0.61014,18907
"2541",11,0.53115,18921
"2542",4,0.28144,18936
"2543",9,0.94801,18937
"2544",4,0.99569,18941
"2545",4,0.4471,18951
"2546",4,0.88525,18952
"2547",12,0.99869,18953
"2548",1,0.5963,18958
"2549",2,0.61986,18976
"2550",4,0.99847,18977
"2551",6,0.99665,19006
"2552",12,0.94091,19018
"2553",12,0.96407,19022
"2554",1,0.48727,19026
"2555",8,0.868,19027
"2556",4,0.9433,19037
"2557",8,0.77226,19049
"2558",12,0.92431,19058
"2559",3,0.79895,19060
"2560",2,0.9913,19075
"2561",6,0.99828,19086
"2562",6,0.99761,19090
"2563",3,0.64328,19100
"2564",11,0.99899,19107
"2565",12,0.70742,19110
"2566",12,0.85518,19123
"2567",9,0.34814,19138
"2568",8,0.9992,19143
"2569",8,0.95441,19149
"2570",8,0.77281,19154
"2571",6,0.43293,19157
"2572",4,0.82783,19158
"2573",4,0.94195,19161
"2574",5,0.36258,19165
"2575",4,0.99809,19166
"2576",4,0.84404,19167
"2577",8,0.99646,19181
"2578",7,0.76092,19183
"2579",7,0.95913,19191
"2580",12,0.78775,19194
"2581",11,0.71954,19197
"2582",6,0.96384,19199
"2583",6,0.99723,19206
"2584",1,0.9989,19215
"2585",12,0.79886,19225
"2586",4,0.99839,19231
"2587",5,0.78759,19235
"2588",8,0.64989,19238
"2589",8,0.59825,19244
"2590",12,0.60564,19257
"2591",4,0.83249,19258
"2592",3,0.77384,19262
"2593",6,0.99856,19267
"2594",5,0.68953,19277
"2595",11,0.55246,19288
"2596",12,0.47777,19320
"2597",9,0.55259,19329
"2598",11,0.99847,19332
"2599",4,0.71182,19340
"2600",11,0.99728,19348
"2601",11,0.84616,19355
"2602",4,0.87767,19359
"2603",8,0.43713,19362
"2604",4,0.37338,19364
"2605",11,0.99849,19365
"2606",3,0.73874,19371
"2607",11,0.85037,19372
"2608",4,0.78002,19378
"2609",4,0.73039,19382
"2610",4,0.55004,19383
"2611",11,0.99879,19387
"2612",11,0.8546,19392
"2613",7,0.46342,19417
"2614",6,0.52638,19418
"2615",10,0.86734,19421
"2616",2,0.75088,19439
"2617",8,0.63479,19443
"2618",6,0.52107,19451
"2619",6,0.93074,19454
"2620",7,0.39078,19456
"2621",4,0.55747,19467
"2622",9,0.65879,19473
"2623",4,0.70285,19492
"2624",2,0.7233,19496
"2625",11,0.62877,19501
"2626",11,0.9993,19510
"2627",4,0.65521,19522
"2628",9,0.84337,19523
"2629",12,0.99718,19543
"2630",4,0.54037,19556
"2631",9,0.99372,19560
"2632",4,0.68964,19563
"2633",10,0.85743,19580
"2634",1,0.73623,19596
"2635",6,0.60949,19609
"2636",6,0.47294,19611
"2637",4,0.6574,19626
"2638",9,0.52641,19628
"2639",1,0.4409,19632
"2640",2,0.29383,19633
"2641",11,0.99867,19654
"2642",11,0.99723,19660
"2643",8,0.99634,19662
"2644",12,0.91759,19670
"2645",8,0.99874,19674
"2646",8,0.99886,19695
"2647",12,0.69299,19704
"2648",8,0.99508,19707
"2649",8,0.78686,19708
"2650",6,0.99697,19729
"2651",10,0.45685,19733
"2652",6,0.99634,19737
"2653",9,0.54389,19750
"2654",5,0.99718,19766
"2655",12,0.60746,19773
"2656",10,0.62078,19776
"2657",11,0.83051,19801
"2658",11,0.99796,19808
"2659",4,0.9975,19813
"2660",8,0.99843,19822
"2661",8,0.99829,19829
"2662",12,0.42121,19833
"2663",1,0.67389,19836
"2664",9,0.9385,19838
"2665",12,0.54138,19839
"2666",7,0.50921,19845
"2667",11,0.83241,19854
"2668",11,0.99829,19855
"2669",3,0.87101,19869
"2670",7,0.91385,19873
"2671",4,0.44015,19874
"2672",9,0.38191,19879
"2673",5,0.99828,19885
"2674",10,0.71225,19895
"2675",3,0.40787,19897
"2676",4,0.87304,19898
"2677",4,0.51806,19934
"2678",11,0.7357,19935
"2679",12,0.87754,19940
"2680",11,0.89961,19949
"2681",8,0.47826,19952
"2682",10,0.99779,19959
"2683",9,0.83175,19966
"2684",8,0.69111,19974
"2685",11,0.80726,19983
"2686",6,0.96605,20002
"2687",6,0.57338,20016
"2688",8,0.71485,20022
"2689",11,0.72052,20033
"2690",8,0.66669,20055
"2691",4,0.73591,20056
"2692",3,0.99868,20064
"2693",12,0.61638,20066
"2694",8,0.4113,20078
"2695",6,0.99688,20079
"2696",4,0.59346,20081
"2697",5,0.99761,20090
"2698",10,0.76665,20101
"2699",11,0.79267,20102
"2700",9,0.99591,20145
"2701",9,0.82565,20154
"2702",4,0.35326,20159
"2703",1,0.3745,20176
"2704",6,0.95887,20188
"2705",3,0.99642,20195
"2706",10,0.47886,20200
"2707",6,0.99915,20209
"2708",12,0.40715,20216
"2709",3,0.59999,20222
"2710",5,0.99713,20223
"2711",8,0.94682,20231
"2712",11,0.7467,20232
"2713",11,0.57801,20238
"2714",12,0.99905,20241
"2715",11,0.53496,20249
"2716",9,0.99928,20260
"2717",4,0.60509,20263
"2718",8,0.99843,20264
"2719",12,0.99888,20274
"2720",12,0.49981,20278
"2721",4,0.86233,20282
"2722",4,0.4637,20294
"2723",7,0.48084,20305
"2724",4,0.91706,20311
"2725",12,0.39161,20312
"2726",8,0.99634,20317
"2727",8,0.99911,20326
"2728",8,0.99887,20331
"2729",9,0.77539,20342
"2730",12,0.7796,20343
"2731",2,0.54649,20347
"2732",9,0.87087,20354
"2733",2,0.82606,20359
"2734",5,0.60718,20365
"2735",1,0.45757,20377
"2736",8,0.7648,20378
"2737",12,0.99682,20382
"2738",12,0.84032,20384
"2739",2,0.65032,20389
"2740",9,0.882,20398
"2741",6,0.81392,20428
"2742",1,0.97717,20439
"2743",4,0.49134,20441
"2744",12,0.85804,20443
"2745",5,0.6651,20458
"2746",4,0.9839,20460
"2747",8,0.97025,20462
"2748",4,0.99854,20463
"2749",4,0.41038,20472
"2750",4,0.49634,20477
"2751",6,0.99467,20483
"2752",6,0.95931,20485
"2753",10,0.99943,20487
"2754",11,0.90061,20490
"2755",7,0.7332,20511
"2756",4,0.47361,20512
"2757",4,0.73802,20515
"2758",4,0.4892,20518
"2759",11,0.99763,20521
"2760",9,0.53262,20524
"2761",2,0.82856,20527
"2762",6,0.55079,20530
"2763",2,0.87863,20534
"2764",3,0.92513,20543
"2765",3,0.9392,20544
"2766",12,0.37292,20553
"2767",7,0.99596,20560
"2768",1,0.6337,20564
"2769",1,0.3503,20565
"2770",12,0.52124,20570
"2771",4,0.67464,20586
"2772",6,0.99439,20590
"2773",6,0.99755,20593
"2774",1,0.65233,20595
"2775",4,0.51687,20596
"2776",12,0.67077,20597
"2777",8,0.90372,20610
"2778",12,0.65262,20617
"2779",11,0.99638,20618
"2780",4,0.99841,20628
"2781",6,0.95819,20632
"2782",10,0.71249,20647
"2783",11,0.68125,20670
"2784",5,0.94023,20671
"2785",4,0.95438,20674
"2786",11,0.99796,20679
"2787",5,0.51716,20687
"2788",10,0.45992,20692
"2789",2,0.51534,20712
"2790",4,0.56119,20718
"2791",3,0.89694,20719
"2792",8,0.99807,20787
"2793",8,0.93831,20789
"2794",5,0.80535,20793
"2795",11,0.77797,20794
"2796",6,0.80946,20798
"2797",4,0.80675,20804
"2798",8,0.80007,20810
"2799",8,0.81902,20819
"2800",8,0.99897,20820
"2801",5,0.95552,20825
"2802",4,0.99804,20829
"2803",6,0.95933,20848
"2804",9,0.5384,20860
"2805",12,0.97365,20869
"2806",6,0.8475,20873
"2807",10,0.74859,20892
"2808",4,0.33919,20898
"2809",11,0.99865,20933
"2810",1,0.55756,20942
"2811",3,0.65206,20952
"2812",12,0.80165,20958
"2813",8,0.99785,20966
"2814",12,0.66287,20978
"2815",6,0.9986,20981
"2816",4,0.54401,20984
"2817",3,0.43029,21007
"2818",4,0.99858,21012
"2819",11,0.68968,21018
"2820",11,0.8056,21030
"2821",2,0.45976,21051
"2822",9,0.58358,21059
"2823",7,0.57046,21074
"2824",6,0.99718,21075
"2825",12,0.99682,21091
"2826",11,0.89785,21093
"2827",8,0.61081,21095
"2828",8,0.99476,21097
"2829",10,0.81727,21111
"2830",3,0.43594,21113
"2831",5,0.99739,21114
"2832",11,0.95487,21120
"2833",4,0.9518,21130
"2834",6,0.9962,21134
"2835",4,0.82144,21149
"2836",11,0.53217,21150
"2837",10,0.77362,21166
"2838",10,0.76774,21167
"2839",10,0.5671,21190
"2840",2,0.96735,21195
"2841",4,0.65329,21209
"2842",6,0.99657,21213
"2843",6,0.67069,21215
"2844",6,0.99803,21219
"2845",12,0.63671,21237
"2846",12,0.84816,21240
"2847",1,0.55817,21270
"2848",8,0.99672,21292
"2849",8,0.99739,21293
"2850",3,0.99596,21313
"2851",3,0.38955,21320
"2852",12,0.87235,21326
"2853",4,0.6549,21346
"2854",8,0.99787,21352
"2855",8,0.99757,21354
"2856",4,0.61423,21364
"2857",12,0.99705,21383
"2858",3,0.42599,21385
"2859",8,0.81821,21406
"2860",11,0.72936,21417
"2861",11,0.80626,21420
"2862",10,0.52938,21440
"2863",3,0.99832,21455
"2864",7,0.99926,21460
"2865",11,0.83437,21463
"2866",10,0.44882,21470
"2867",4,0.80131,21471
"2868",12,0.84734,21472
"2869",4,0.55663,21496
"2870",4,0.79281,21507
"2871",6,0.99763,21526
"2872",2,0.55358,21533
"2873",12,0.80604,21536
"2874",1,0.82648,21540
"2875",7,0.50956,21541
"2876",3,0.63967,21542
"2877",8,0.99784,21549
"2878",10,0.95878,21550
"2879",4,0.78211,21557
"2880",2,0.59884,21575
"2881",2,0.4747,21588
"2882",4,0.99911,21591
"2883",8,0.54948,21616
"2884",9,0.49533,21619
"2885",9,0.95834,21620
"2886",8,0.99889,21633
"2887",5,0.27324,21645
"2888",4,0.97894,21651
"2889",4,0.76502,21653
"2890",6,0.99586,21655
"2891",3,0.43508,21666
"2892",11,0.93685,21667
"2893",3,0.98822,21686
"2894",3,0.67849,21690
"2895",9,0.50112,21695
"2896",2,0.4336,21696
"2897",12,0.81541,21699
"2898",9,0.99569,21704
"2899",11,0.5891,21710
"2900",12,0.99557,21716
"2901",8,0.92556,21719
"2902",11,0.70997,21722
"2903",3,0.99851,21739
"2904",8,0.99711,21745
"2905",8,0.99723,21750
"2906",10,0.42495,21753
"2907",9,0.61454,21757
"2908",6,0.38893,21758
"2909",4,0.63673,21766
"2910",5,0.84736,21776
"2911",3,0.92715,21780
"2912",6,0.28126,21793
"2913",6,0.99799,21795
"2914",11,0.7407,21802
"2915",7,0.88862,21814
"2916",9,0.35578,21820
"2917",11,0.59722,21824
"2918",8,0.66157,21827
"2919",11,0.77681,21828
"2920",2,0.46096,21848
"2921",12,0.86777,21850
"2922",6,0.93413,21868
"2923",3,0.9985,21870
"2924",7,0.99913,21879
"2925",10,0.88323,21888
"2926",2,0.99867,21890
"2927",5,0.40965,21892
"2928",6,0.99523,21898
"2929",2,0.64777,21924
"2930",7,0.5351,21925
"2931",4,0.80308,21938
"2932",10,0.76237,21943
"2933",3,0.50716,21957
"2934",11,0.63692,21968
"2935",7,0.92623,21969
"2936",2,0.48184,21972
"2937",6,0.38998,21976
"2938",1,0.70613,21986
"2939",1,0.61061,21994
"2940",2,0.62973,21996
"2941",8,0.9985,22000
"2942",9,0.60942,22002
"2943",11,0.82209,22003
"2944",11,0.81037,22013
"2945",8,0.99807,22031
"2946",4,0.9983,22037
"2947",11,0.97533,22040
"2948",11,0.80612,22041
"2949",2,0.5142,22046
"2950",9,0.50413,22058
"2951",1,0.71729,22063
"2952",4,0.82753,22069
"2953",1,0.85917,22074
"2954",8,0.99798,22089
"2955",4,0.82532,22095
"2956",4,0.48271,22102
"2957",9,0.59351,22106
"2958",3,0.41606,22113
"2959",11,0.61413,22126
"2960",8,0.99359,22139
"2961",4,0.83309,22158
"2962",4,0.43341,22167
"2963",3,0.8596,22199
"2964",8,0.68611,22216
"2965",4,0.99711,22230
"2966",4,0.40243,22231
"2967",12,0.64564,22246
"2968",4,0.55424,22251
"2969",4,0.74975,22255
"2970",10,0.4908,22257
"2971",2,0.61361,22268
"2972",4,0.9913,22271
"2973",9,0.36784,22272
"2974",2,0.55753,22290
"2975",8,0.99691,22298
"2976",12,0.53333,22301
"2977",1,0.73074,22309
"2978",9,0.69173,22310
"2979",8,0.99859,22313
"2980",4,0.60429,22314
"2981",4,0.93472,22315
"2982",2,0.73241,22323
"2983",6,0.71801,22325
"2984",4,0.89101,22329
"2985",3,0.82866,22336
"2986",3,0.55888,22341
"2987",4,0.56227,22343
"2988",3,0.83026,22348
"2989",8,0.99757,22353
"2990",1,0.23215,22354
"2991",8,0.99835,22357
"2992",11,0.67232,22367
"2993",3,0.81181,22369
"2994",10,0.57873,22373
"2995",1,0.71744,22377
"2996",8,0.99939,22380
"2997",2,0.74089,22384
"2998",4,0.72379,22387
"2999",11,0.52639,22393
"3000",10,0.48915,22397
"3001",5,0.99611,22398
"3002",8,0.95873,22406
"3003",3,0.94497,22410
"3004",1,0.43444,22414
"3005",5,0.57239,22422
"3006",2,0.51984,22423
"3007",2,0.92052,22432
"3008",2,0.73086,22438
"3009",11,0.90774,22445
"3010",4,0.68196,22476
"3011",2,0.41544,22488
"3012",4,0.9913,22520
"3013",9,0.47008,22530
"3014",12,0.87479,22547
"3015",2,0.99931,22548
"3016",8,0.69457,22551
"3017",11,0.99569,22556
"3018",3,0.87684,22565
"3019",11,0.99654,22567
"3020",6,0.98715,22574
"3021",11,0.57639,22588
"3022",11,0.77738,22590
"3023",11,0.99815,22593
"3024",11,0.88479,22599
"3025",4,0.55988,22616
"3026",4,0.77585,22624
"3027",11,0.72685,22643
"3028",11,0.9965,22644
"3029",12,0.99625,22646
"3030",11,0.99892,22660
"3031",4,0.77642,22666
"3032",11,0.60981,22677
"3033",11,0.65113,22689
"3034",4,0.50346,22709
"3035",7,0.64727,22715
"3036",6,0.999,22720
"3037",11,0.99721,22726
"3038",8,0.59045,22731
"3039",9,0.64947,22739
"3040",9,0.87683,22742
"3041",1,0.662,22759
"3042",3,0.83934,22767
"3043",9,0.72435,22773
"3044",6,0.99418,22775
"3045",11,0.42957,22776
"3046",4,0.75562,22787
"3047",4,0.73868,22788
"3048",4,0.79046,22791
"3049",8,0.74531,22792
"3050",9,0.47233,22799
"3051",8,0.67795,22809
"3052",9,0.998,22819
"3053",12,0.99665,22822
"3054",12,0.95679,22827
"3055",7,0.82464,22828
"3056",6,0.92904,22842
"3057",6,0.99825,22843
"3058",8,0.99884,22880
"3059",8,0.89432,22890
"3060",6,0.98391,22894
"3061",10,0.92135,22897
"3062",2,0.7319,22904
"3063",9,0.9989,22919
"3064",5,0.52557,22926
"3065",12,0.61907,22929
"3066",2,0.62478,22935
"3067",3,0.98992,22941
"3068",3,0.64877,22942
"3069",3,0.93706,22945
"3070",8,0.99873,22954
"3071",2,0.78029,22959
"3072",8,0.73413,22988
"3073",10,0.64415,22990
"3074",12,0.7863,22997
"3075",3,0.88114,23001
